Country seperate (group),subtitle,Page 1,Company and Scientific Name1,Deal not on Map,Deal Period1 11,"Potential (1=yes, 0=no)1",3 Star Note,Company's Country,Country seperate,Date of Deal,Day,Deal within Africa1,Deal within Europe1,Group Latin America,Month,Month-Day,Number of Deal1,Number of Deal1 (group),Number of Doses Needed per Person,Partners,Purchaser Entity / Country1,Purchaser's country Economic  Status,Purchaser's Country Income Status,Tooltip deal amount,Type of Vaccine,Year,% Of National Population Able To Be Vaccinated,Deal Amount,Number of people able to be vaccinated with doses procured,Population
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and September 2020,September 2020,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Romania,Fri Aug 07 00:00:00 EDT 2020,07,0,0,0,Aug,Aug 07,1,1st deal,2,AstraZeneca,EU,High income,HIC,unknown amount,Adenoviral,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and October 2020,October 2020,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Romania,Fri Aug 07 00:00:00 EDT 2020,07,0,0,0,Aug,Aug 07,1,1st deal,2,AstraZeneca,EU,High income,HIC,unknown amount,Adenoviral,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and November 2020,November 2020,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Romania,Fri Aug 07 00:00:00 EDT 2020,07,0,0,0,Aug,Aug 07,1,1st deal,2,AstraZeneca,EU,High income,HIC,unknown amount,Adenoviral,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and December 2020,December 2020,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Romania,Fri Aug 07 00:00:00 EDT 2020,07,0,0,0,Aug,Aug 07,1,1st deal,2,AstraZeneca,EU,High income,HIC,unknown amount,Adenoviral,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Romania,Fri Aug 07 00:00:00 EDT 2020,07,0,0,0,Aug,Aug 07,1,1st deal,2,AstraZeneca,EU,High income,HIC,unknown amount,Adenoviral,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and February 2021,February 2021,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Romania,Fri Aug 07 00:00:00 EDT 2020,07,0,0,0,Aug,Aug 07,1,1st deal,2,AstraZeneca,EU,High income,HIC,unknown amount,Adenoviral,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and August 2020,August 2020,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Slovakia,Fri Aug 07 00:00:00 EDT 2020,07,0,0,0,Aug,Aug 07,1,1st deal,2,AstraZeneca,EU,High income,HIC,unknown amount,Adenoviral,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and September 2020,September 2020,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Slovakia,Fri Aug 07 00:00:00 EDT 2020,07,0,0,0,Aug,Aug 07,1,1st deal,2,AstraZeneca,EU,High income,HIC,unknown amount,Adenoviral,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and October 2020,October 2020,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Slovakia,Fri Aug 07 00:00:00 EDT 2020,07,0,0,0,Aug,Aug 07,1,1st deal,2,AstraZeneca,EU,High income,HIC,unknown amount,Adenoviral,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and November 2020,November 2020,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Slovakia,Fri Aug 07 00:00:00 EDT 2020,07,0,0,0,Aug,Aug 07,1,1st deal,2,AstraZeneca,EU,High income,HIC,unknown amount,Adenoviral,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and December 2020,December 2020,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Slovakia,Fri Aug 07 00:00:00 EDT 2020,07,0,0,0,Aug,Aug 07,1,1st deal,2,AstraZeneca,EU,High income,HIC,unknown amount,Adenoviral,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Slovakia,Fri Aug 07 00:00:00 EDT 2020,07,0,0,0,Aug,Aug 07,1,1st deal,2,AstraZeneca,EU,High income,HIC,unknown amount,Adenoviral,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and February 2021,February 2021,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Slovakia,Fri Aug 07 00:00:00 EDT 2020,07,0,0,0,Aug,Aug 07,1,1st deal,2,AstraZeneca,EU,High income,HIC,unknown amount,Adenoviral,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and August 2020,August 2020,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Slovenia,Fri Aug 07 00:00:00 EDT 2020,07,0,0,0,Aug,Aug 07,1,1st deal,2,AstraZeneca,EU,High income,HIC,unknown amount,Adenoviral,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and September 2020,September 2020,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Slovenia,Fri Aug 07 00:00:00 EDT 2020,07,0,0,0,Aug,Aug 07,1,1st deal,2,AstraZeneca,EU,High income,HIC,unknown amount,Adenoviral,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and October 2020,October 2020,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Slovenia,Fri Aug 07 00:00:00 EDT 2020,07,0,0,0,Aug,Aug 07,1,1st deal,2,AstraZeneca,EU,High income,HIC,unknown amount,Adenoviral,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and November 2020,November 2020,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Slovenia,Fri Aug 07 00:00:00 EDT 2020,07,0,0,0,Aug,Aug 07,1,1st deal,2,AstraZeneca,EU,High income,HIC,unknown amount,Adenoviral,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and December 2020,December 2020,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Slovenia,Fri Aug 07 00:00:00 EDT 2020,07,0,0,0,Aug,Aug 07,1,1st deal,2,AstraZeneca,EU,High income,HIC,unknown amount,Adenoviral,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Slovenia,Fri Aug 07 00:00:00 EDT 2020,07,0,0,0,Aug,Aug 07,1,1st deal,2,AstraZeneca,EU,High income,HIC,unknown amount,Adenoviral,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and February 2021,February 2021,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Slovenia,Fri Aug 07 00:00:00 EDT 2020,07,0,0,0,Aug,Aug 07,1,1st deal,2,AstraZeneca,EU,High income,HIC,unknown amount,Adenoviral,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and August 2020,August 2020,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Spain,Fri Aug 07 00:00:00 EDT 2020,07,0,0,0,Aug,Aug 07,1,1st deal,2,AstraZeneca,EU,High income,HIC,unknown amount,Adenoviral,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and September 2020,September 2020,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Spain,Fri Aug 07 00:00:00 EDT 2020,07,0,0,0,Aug,Aug 07,1,1st deal,2,AstraZeneca,EU,High income,HIC,unknown amount,Adenoviral,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and October 2020,October 2020,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Spain,Fri Aug 07 00:00:00 EDT 2020,07,0,0,0,Aug,Aug 07,1,1st deal,2,AstraZeneca,EU,High income,HIC,unknown amount,Adenoviral,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and November 2020,November 2020,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Spain,Fri Aug 07 00:00:00 EDT 2020,07,0,0,0,Aug,Aug 07,1,1st deal,2,AstraZeneca,EU,High income,HIC,unknown amount,Adenoviral,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and December 2020,December 2020,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Spain,Fri Aug 07 00:00:00 EDT 2020,07,0,0,0,Aug,Aug 07,1,1st deal,2,AstraZeneca,EU,High income,HIC,unknown amount,Adenoviral,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Spain,Fri Aug 07 00:00:00 EDT 2020,07,0,0,0,Aug,Aug 07,1,1st deal,2,AstraZeneca,EU,High income,HIC,unknown amount,Adenoviral,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and February 2021,February 2021,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Spain,Fri Aug 07 00:00:00 EDT 2020,07,0,0,0,Aug,Aug 07,1,1st deal,2,AstraZeneca,EU,High income,HIC,unknown amount,Adenoviral,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and August 2020,August 2020,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Sweden,Fri Aug 07 00:00:00 EDT 2020,07,0,0,0,Aug,Aug 07,1,1st deal,2,AstraZeneca,EU,High income,HIC,unknown amount,Adenoviral,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and September 2020,September 2020,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Sweden,Fri Aug 07 00:00:00 EDT 2020,07,0,0,0,Aug,Aug 07,1,1st deal,2,AstraZeneca,EU,High income,HIC,unknown amount,Adenoviral,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and October 2020,October 2020,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Sweden,Fri Aug 07 00:00:00 EDT 2020,07,0,0,0,Aug,Aug 07,1,1st deal,2,AstraZeneca,EU,High income,HIC,unknown amount,Adenoviral,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and November 2020,November 2020,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Sweden,Fri Aug 07 00:00:00 EDT 2020,07,0,0,0,Aug,Aug 07,1,1st deal,2,AstraZeneca,EU,High income,HIC,unknown amount,Adenoviral,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and December 2020,December 2020,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Sweden,Fri Aug 07 00:00:00 EDT 2020,07,0,0,0,Aug,Aug 07,1,1st deal,2,AstraZeneca,EU,High income,HIC,unknown amount,Adenoviral,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Sweden,Fri Aug 07 00:00:00 EDT 2020,07,0,0,0,Aug,Aug 07,1,1st deal,2,AstraZeneca,EU,High income,HIC,unknown amount,Adenoviral,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and February 2021,February 2021,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Sweden,Fri Aug 07 00:00:00 EDT 2020,07,0,0,0,Aug,Aug 07,1,1st deal,2,AstraZeneca,EU,High income,HIC,unknown amount,Adenoviral,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and August 2020,August 2020,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Norway,Fri Aug 07 00:00:00 EDT 2020,07,0,0,0,Aug,Aug 07,1,1st deal,2,AstraZeneca,EU,High income,HIC,unknown amount,Adenoviral,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and September 2020,September 2020,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Norway,Fri Aug 07 00:00:00 EDT 2020,07,0,0,0,Aug,Aug 07,1,1st deal,2,AstraZeneca,EU,High income,HIC,unknown amount,Adenoviral,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and October 2020,October 2020,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Norway,Fri Aug 07 00:00:00 EDT 2020,07,0,0,0,Aug,Aug 07,1,1st deal,2,AstraZeneca,EU,High income,HIC,unknown amount,Adenoviral,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and November 2020,November 2020,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Norway,Fri Aug 07 00:00:00 EDT 2020,07,0,0,0,Aug,Aug 07,1,1st deal,2,AstraZeneca,EU,High income,HIC,unknown amount,Adenoviral,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and December 2020,December 2020,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Norway,Fri Aug 07 00:00:00 EDT 2020,07,0,0,0,Aug,Aug 07,1,1st deal,2,AstraZeneca,EU,High income,HIC,unknown amount,Adenoviral,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Norway,Fri Aug 07 00:00:00 EDT 2020,07,0,0,0,Aug,Aug 07,1,1st deal,2,AstraZeneca,EU,High income,HIC,unknown amount,Adenoviral,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and February 2021,February 2021,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Norway,Fri Aug 07 00:00:00 EDT 2020,07,0,0,0,Aug,Aug 07,1,1st deal,2,AstraZeneca,EU,High income,HIC,unknown amount,Adenoviral,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and August 2020,August 2020,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Switzerland,Fri Aug 07 00:00:00 EDT 2020,07,0,0,0,Aug,Aug 07,1,1st deal,2,AstraZeneca,EU,High income,HIC,unknown amount,Adenoviral,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and September 2020,September 2020,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Switzerland,Fri Aug 07 00:00:00 EDT 2020,07,0,0,0,Aug,Aug 07,1,1st deal,2,AstraZeneca,EU,High income,HIC,unknown amount,Adenoviral,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and October 2020,October 2020,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Switzerland,Fri Aug 07 00:00:00 EDT 2020,07,0,0,0,Aug,Aug 07,1,1st deal,2,AstraZeneca,EU,High income,HIC,unknown amount,Adenoviral,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and November 2020,November 2020,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Switzerland,Fri Aug 07 00:00:00 EDT 2020,07,0,0,0,Aug,Aug 07,1,1st deal,2,AstraZeneca,EU,High income,HIC,unknown amount,Adenoviral,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and December 2020,December 2020,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Switzerland,Fri Aug 07 00:00:00 EDT 2020,07,0,0,0,Aug,Aug 07,1,1st deal,2,AstraZeneca,EU,High income,HIC,unknown amount,Adenoviral,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Switzerland,Fri Aug 07 00:00:00 EDT 2020,07,0,0,0,Aug,Aug 07,1,1st deal,2,AstraZeneca,EU,High income,HIC,unknown amount,Adenoviral,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and February 2021,February 2021,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Switzerland,Fri Aug 07 00:00:00 EDT 2020,07,0,0,0,Aug,Aug 07,1,1st deal,2,AstraZeneca,EU,High income,HIC,unknown amount,Adenoviral,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and August 2020,August 2020,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Iceland,Fri Aug 07 00:00:00 EDT 2020,07,0,0,0,Aug,Aug 07,1,1st deal,2,AstraZeneca,EU,High income,HIC,unknown amount,Adenoviral,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and September 2020,September 2020,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Iceland,Fri Aug 07 00:00:00 EDT 2020,07,0,0,0,Aug,Aug 07,1,1st deal,2,AstraZeneca,EU,High income,HIC,unknown amount,Adenoviral,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and October 2020,October 2020,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Iceland,Fri Aug 07 00:00:00 EDT 2020,07,0,0,0,Aug,Aug 07,1,1st deal,2,AstraZeneca,EU,High income,HIC,unknown amount,Adenoviral,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and November 2020,November 2020,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Iceland,Fri Aug 07 00:00:00 EDT 2020,07,0,0,0,Aug,Aug 07,1,1st deal,2,AstraZeneca,EU,High income,HIC,unknown amount,Adenoviral,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and December 2020,December 2020,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Iceland,Fri Aug 07 00:00:00 EDT 2020,07,0,0,0,Aug,Aug 07,1,1st deal,2,AstraZeneca,EU,High income,HIC,unknown amount,Adenoviral,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Iceland,Fri Aug 07 00:00:00 EDT 2020,07,0,0,0,Aug,Aug 07,1,1st deal,2,AstraZeneca,EU,High income,HIC,unknown amount,Adenoviral,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and February 2021,February 2021,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Iceland,Fri Aug 07 00:00:00 EDT 2020,07,0,0,0,Aug,Aug 07,1,1st deal,2,AstraZeneca,EU,High income,HIC,unknown amount,Adenoviral,2020,,,,447512041
Japan,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and August 2020,August 2020,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Japan,Fri Aug 07 00:00:00 EDT 2020,07,0,0,0,Aug,Aug 07,1,1st deal,2,AstraZeneca,Japan,High income,HIC,vaccines,Adenoviral,2020,47.519132609,120000000,60000000,126264931
Japan,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and September 2020,September 2020,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Japan,Fri Aug 07 00:00:00 EDT 2020,07,0,0,0,Aug,Aug 07,1,1st deal,2,AstraZeneca,Japan,High income,HIC,vaccines,Adenoviral,2020,47.519132609,120000000,60000000,126264931
Japan,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and October 2020,October 2020,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Japan,Fri Aug 07 00:00:00 EDT 2020,07,0,0,0,Aug,Aug 07,1,1st deal,2,AstraZeneca,Japan,High income,HIC,vaccines,Adenoviral,2020,47.519132609,120000000,60000000,126264931
Japan,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and November 2020,November 2020,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Japan,Fri Aug 07 00:00:00 EDT 2020,07,0,0,0,Aug,Aug 07,1,1st deal,2,AstraZeneca,Japan,High income,HIC,vaccines,Adenoviral,2020,47.519132609,120000000,60000000,126264931
Japan,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and December 2020,December 2020,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Japan,Fri Aug 07 00:00:00 EDT 2020,07,0,0,0,Aug,Aug 07,1,1st deal,2,AstraZeneca,Japan,High income,HIC,vaccines,Adenoviral,2020,47.519132609,120000000,60000000,126264931
Japan,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Japan,Fri Aug 07 00:00:00 EDT 2020,07,0,0,0,Aug,Aug 07,1,1st deal,2,AstraZeneca,Japan,High income,HIC,vaccines,Adenoviral,2020,47.519132609,120000000,60000000,126264931
Japan,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and February 2021,February 2021,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Japan,Fri Aug 07 00:00:00 EDT 2020,07,0,0,0,Aug,Aug 07,1,1st deal,2,AstraZeneca,Japan,High income,HIC,vaccines,Adenoviral,2020,47.519132609,120000000,60000000,126264931
Kuwait,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Oxford-AstraZeneca _AZD1222,0,January 2021,Confirmed,0,UK,Kuwait,Sat Jan 09 00:00:00 EST 2021,09,0,0,0,Jan,Jan 09,1,1st deal,2,AstraZeneca,Kuwait,High Income,HIC,vaccines,Adenoviral,2021,35.654157524,3000000,1500000,4207083
Kuwait,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and February 2021,February 2021,Oxford-AstraZeneca _AZD1222,0,January 2021,Confirmed,0,UK,Kuwait,Sat Jan 09 00:00:00 EST 2021,09,0,0,0,Jan,Jan 09,1,1st deal,2,AstraZeneca,Kuwait,High Income,HIC,vaccines,Adenoviral,2021,35.654157524,3000000,1500000,4207083
Latin America w/o Brazil,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and August 2020,August 2020,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Latin America w/o Brazil,Wed Aug 12 00:00:00 EDT 2020,12,0,0,1,Aug,Aug 12,1,1st deal,2,AstraZeneca,Latin America w/o Brazil,Upper middle income,LMIC,vaccines,Adenoviral,2020,1782.707876217,150000000,75000000,4207083
Latin America w/o Brazil,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and September 2020,September 2020,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Latin America w/o Brazil,Wed Aug 12 00:00:00 EDT 2020,12,0,0,1,Aug,Aug 12,1,1st deal,2,AstraZeneca,Latin America w/o Brazil,Upper middle income,LMIC,vaccines,Adenoviral,2020,1782.707876217,150000000,75000000,4207083
Latin America w/o Brazil,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and October 2020,October 2020,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Latin America w/o Brazil,Wed Aug 12 00:00:00 EDT 2020,12,0,0,1,Aug,Aug 12,1,1st deal,2,AstraZeneca,Latin America w/o Brazil,Upper middle income,LMIC,vaccines,Adenoviral,2020,1782.707876217,150000000,75000000,4207083
Latin America w/o Brazil,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and November 2020,November 2020,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Latin America w/o Brazil,Wed Aug 12 00:00:00 EDT 2020,12,0,0,1,Aug,Aug 12,1,1st deal,2,AstraZeneca,Latin America w/o Brazil,Upper middle income,LMIC,vaccines,Adenoviral,2020,1782.707876217,150000000,75000000,4207083
Latin America w/o Brazil,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and December 2020,December 2020,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Latin America w/o Brazil,Wed Aug 12 00:00:00 EDT 2020,12,0,0,1,Aug,Aug 12,1,1st deal,2,AstraZeneca,Latin America w/o Brazil,Upper middle income,LMIC,vaccines,Adenoviral,2020,1782.707876217,150000000,75000000,4207083
Latin America w/o Brazil,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Latin America w/o Brazil,Wed Aug 12 00:00:00 EDT 2020,12,0,0,1,Aug,Aug 12,1,1st deal,2,AstraZeneca,Latin America w/o Brazil,Upper middle income,LMIC,vaccines,Adenoviral,2020,1782.707876217,150000000,75000000,4207083
Latin America w/o Brazil,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and February 2021,February 2021,Oxford-AstraZeneca _AZD1222,0,August 2020,Confirmed,0,UK,Latin America w/o Brazil,Wed Aug 12 00:00:00 EDT 2020,12,0,0,1,Aug,Aug 12,1,1st deal,2,AstraZeneca,Latin America w/o Brazil,Upper middle income,LMIC,vaccines,Adenoviral,2020,1782.707876217,150000000,75000000,4207083
Malaysia,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and December 2020,December 2020,Oxford-AstraZeneca _AZD1222,0,December 2020,Confirmed,0,UK,Malaysia,Mon Dec 21 00:00:00 EST 2020,21,0,0,0,Dec,Dec 21,1,1st deal,2,AstraZeneca,Malaysia,Upper middle income,LMIC,vaccines,Adenoviral,2020,10.015719359,6400000,3200000,31949777
Malaysia,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Oxford-AstraZeneca _AZD1222,0,December 2020,Confirmed,0,UK,Malaysia,Mon Dec 21 00:00:00 EST 2020,21,0,0,0,Dec,Dec 21,1,1st deal,2,AstraZeneca,Malaysia,Upper middle income,LMIC,vaccines,Adenoviral,2020,10.015719359,6400000,3200000,31949777
Malaysia,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and February 2021,February 2021,Oxford-AstraZeneca _AZD1222,0,December 2020,Confirmed,0,UK,Malaysia,Mon Dec 21 00:00:00 EST 2020,21,0,0,0,Dec,Dec 21,1,1st deal,2,AstraZeneca,Malaysia,Upper middle income,LMIC,vaccines,Adenoviral,2020,10.015719359,6400000,3200000,31949777
