Country seperate (group),subtitle,Page 1,Company and Scientific Name1,Deal not on Map,Deal Period1 11,"Potential (1=yes, 0=no)1",3 Star Note,Company's Country,Country seperate,Date of Deal,Day,Deal within Africa1,Deal within Europe1,Group Latin America,Month,Month-Day,Number of Deal1,Number of Deal1 (group),Number of Doses Needed per Person,Partners,Purchaser Entity / Country1,Purchaser's country Economic  Status,Purchaser's Country Income Status,Tooltip deal amount,Type of Vaccine,Year,% Of National Population Able To Be Vaccinated,Deal Amount,Number of people able to be vaccinated with doses procured,Population
Mexico,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and October 2020,October 2020,Oxford-AstraZeneca _AZD1222,0,October 2020,Confirmed,0,UK,Mexico,Tue Oct 13 00:00:00 EDT 2020,13,0,0,0,Oct,Oct 13,1,1st deal,2,AstraZeneca,Mexico,Upper middle income,LMIC,vaccines,Adenoviral,2020,30.334971215,77400000,38700000,127575529
Mexico,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and November 2020,November 2020,Oxford-AstraZeneca _AZD1222,0,October 2020,Confirmed,0,UK,Mexico,Tue Oct 13 00:00:00 EDT 2020,13,0,0,0,Oct,Oct 13,1,1st deal,2,AstraZeneca,Mexico,Upper middle income,LMIC,vaccines,Adenoviral,2020,30.334971215,77400000,38700000,127575529
Mexico,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and December 2020,December 2020,Oxford-AstraZeneca _AZD1222,0,October 2020,Confirmed,0,UK,Mexico,Tue Oct 13 00:00:00 EDT 2020,13,0,0,0,Oct,Oct 13,1,1st deal,2,AstraZeneca,Mexico,Upper middle income,LMIC,vaccines,Adenoviral,2020,30.334971215,77400000,38700000,127575529
Mexico,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Oxford-AstraZeneca _AZD1222,0,October 2020,Confirmed,0,UK,Mexico,Tue Oct 13 00:00:00 EDT 2020,13,0,0,0,Oct,Oct 13,1,1st deal,2,AstraZeneca,Mexico,Upper middle income,LMIC,vaccines,Adenoviral,2020,30.334971215,77400000,38700000,127575529
Mexico,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and February 2021,February 2021,Oxford-AstraZeneca _AZD1222,0,October 2020,Confirmed,0,UK,Mexico,Tue Oct 13 00:00:00 EDT 2020,13,0,0,0,Oct,Oct 13,1,1st deal,2,AstraZeneca,Mexico,Upper middle income,LMIC,vaccines,Adenoviral,2020,30.334971215,77400000,38700000,127575529
New Zealand,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and December 2020,December 2020,Oxford-AstraZeneca _AZD1222,0,December 2020,Confirmed,0,UK,New Zealand,Thu Dec 17 00:00:00 EST 2020,17,0,0,0,Dec,Dec 17,1,1st deal,2,AstraZeneca,New Zealand,High income,HIC,vaccines,Adenoviral,2020,77.282896075,7600000,3800000,4917000
New Zealand,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Oxford-AstraZeneca _AZD1222,0,December 2020,Confirmed,0,UK,New Zealand,Thu Dec 17 00:00:00 EST 2020,17,0,0,0,Dec,Dec 17,1,1st deal,2,AstraZeneca,New Zealand,High income,HIC,vaccines,Adenoviral,2020,77.282896075,7600000,3800000,4917000
New Zealand,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and February 2021,February 2021,Oxford-AstraZeneca _AZD1222,0,December 2020,Confirmed,0,UK,New Zealand,Thu Dec 17 00:00:00 EST 2020,17,0,0,0,Dec,Dec 17,1,1st deal,2,AstraZeneca,New Zealand,High income,HIC,vaccines,Adenoviral,2020,77.282896075,7600000,3800000,4917000
Palestine,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Oxford-AstraZeneca _AZD1222,0,January 2021,Confirmed,0,UK,Palestine,Wed Jan 13 00:00:00 EST 2021,13,0,0,0,Jan,Jan 13,1,1st deal,2,AstraZeneca,Palestine,Lower middle income,LMIC,vaccines,Adenoviral,2021,19.349152555,2000000,1000000,5168185
Palestine,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and February 2021,February 2021,Oxford-AstraZeneca _AZD1222,0,January 2021,Confirmed,0,UK,Palestine,Wed Jan 13 00:00:00 EST 2021,13,0,0,0,Jan,Jan 13,1,1st deal,2,AstraZeneca,Palestine,Lower middle income,LMIC,vaccines,Adenoviral,2021,19.349152555,2000000,1000000,5168185
Peru,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Oxford-AstraZeneca _AZD1222,0,January 2021,Confirmed,0,UK,Peru,Wed Jan 13 00:00:00 EST 2021,13,0,0,0,Jan,Jan 13,1,1st deal,2,AstraZeneca,Peru,Upper middle income,LMIC,vaccines,Adenoviral,2021,21.531536334,14000000,7000000,32510453
Peru,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and February 2021,February 2021,Oxford-AstraZeneca _AZD1222,0,January 2021,Confirmed,0,UK,Peru,Wed Jan 13 00:00:00 EST 2021,13,0,0,0,Jan,Jan 13,1,1st deal,2,AstraZeneca,Peru,Upper middle income,LMIC,vaccines,Adenoviral,2021,21.531536334,14000000,7000000,32510453
Philippines,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and November 2020,November 2020,Oxford-AstraZeneca _AZD1222,0,November 2020,Confirmed,0,UK,Philippines,Fri Nov 27 00:00:00 EST 2020,27,0,0,0,Nov,Nov 27,1,1st deal,2,AstraZeneca,Philippines,Lower middle income,LMIC,vaccines,Adenoviral,2020,1.202405384,2600000,1300000,108116615
Philippines,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and December 2020,December 2020,Oxford-AstraZeneca _AZD1222,0,November 2020,Confirmed,0,UK,Philippines,Fri Nov 27 00:00:00 EST 2020,27,0,0,0,Nov,Nov 27,1,1st deal,2,AstraZeneca,Philippines,Lower middle income,LMIC,vaccines,Adenoviral,2020,1.202405384,2600000,1300000,108116615
Philippines,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Oxford-AstraZeneca _AZD1222,0,November 2020,Confirmed,0,UK,Philippines,Fri Nov 27 00:00:00 EST 2020,27,0,0,0,Nov,Nov 27,1,1st deal,2,AstraZeneca,Philippines,Lower middle income,LMIC,vaccines,Adenoviral,2020,1.202405384,2600000,1300000,108116615
Philippines,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and February 2021,February 2021,Oxford-AstraZeneca _AZD1222,0,November 2020,Confirmed,0,UK,Philippines,Fri Nov 27 00:00:00 EST 2020,27,0,0,0,Nov,Nov 27,1,1st deal,2,AstraZeneca,Philippines,Lower middle income,LMIC,vaccines,Adenoviral,2020,1.202405384,2600000,1300000,108116615
South Korea,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and December 2020,December 2020,Oxford-AstraZeneca _AZD1222,0,December 2020,Confirmed,0,UK,South Korea,Sun Dec 27 00:00:00 EST 2020,27,0,0,0,Dec,Dec 27,1,1st deal,2,AstraZeneca,South Korea,High income,HIC,vaccines,Adenoviral,2020,19.338956560,20000000,10000000,51709098
South Korea,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Oxford-AstraZeneca _AZD1222,0,December 2020,Confirmed,0,UK,South Korea,Sun Dec 27 00:00:00 EST 2020,27,0,0,0,Dec,Dec 27,1,1st deal,2,AstraZeneca,South Korea,High income,HIC,vaccines,Adenoviral,2020,19.338956560,20000000,10000000,51709098
South Korea,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and February 2021,February 2021,Oxford-AstraZeneca _AZD1222,0,December 2020,Confirmed,0,UK,South Korea,Sun Dec 27 00:00:00 EST 2020,27,0,0,0,Dec,Dec 27,1,1st deal,2,AstraZeneca,South Korea,High income,HIC,vaccines,Adenoviral,2020,19.338956560,20000000,10000000,51709098
Taiwan,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and December 2020,December 2020,Oxford-AstraZeneca _AZD1222,0,December 2020,Confirmed,0,UK,Taiwan,Wed Dec 30 00:00:00 EST 2020,30,0,0,0,Dec,Dec 30,1,1st deal,2,AstraZeneca,Taiwan,High income,HIC,vaccines,Adenoviral,2020,20.973758766,10000000,5000000,23839313
Taiwan,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Oxford-AstraZeneca _AZD1222,0,December 2020,Confirmed,0,UK,Taiwan,Wed Dec 30 00:00:00 EST 2020,30,0,0,0,Dec,Dec 30,1,1st deal,2,AstraZeneca,Taiwan,High income,HIC,vaccines,Adenoviral,2020,20.973758766,10000000,5000000,23839313
Taiwan,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and February 2021,February 2021,Oxford-AstraZeneca _AZD1222,0,December 2020,Confirmed,0,UK,Taiwan,Wed Dec 30 00:00:00 EST 2020,30,0,0,0,Dec,Dec 30,1,1st deal,2,AstraZeneca,Taiwan,High income,HIC,vaccines,Adenoviral,2020,20.973758766,10000000,5000000,23839313
Thailand,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and November 2020,November 2020,Oxford-AstraZeneca _AZD1222,0,November 2020,Confirmed,0,UK,Thailand,Fri Nov 27 00:00:00 EST 2020,27,0,0,0,Nov,Nov 27,1,1st deal,2,AstraZeneca,Thailand,Upper middle income,LMIC,vaccines,Adenoviral,2020,18.671298144,26000000,13000000,69625582
Thailand,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and December 2020,December 2020,Oxford-AstraZeneca _AZD1222,0,November 2020,Confirmed,0,UK,Thailand,Fri Nov 27 00:00:00 EST 2020,27,0,0,0,Nov,Nov 27,1,1st deal,2,AstraZeneca,Thailand,Upper middle income,LMIC,vaccines,Adenoviral,2020,18.671298144,26000000,13000000,69625582
Thailand,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Oxford-AstraZeneca _AZD1222,0,November 2020,Confirmed,0,UK,Thailand,Fri Nov 27 00:00:00 EST 2020,27,0,0,0,Nov,Nov 27,1,1st deal,2,AstraZeneca,Thailand,Upper middle income,LMIC,vaccines,Adenoviral,2020,18.671298144,26000000,13000000,69625582
Thailand,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and February 2021,February 2021,Oxford-AstraZeneca _AZD1222,0,November 2020,Confirmed,0,UK,Thailand,Fri Nov 27 00:00:00 EST 2020,27,0,0,0,Nov,Nov 27,1,1st deal,2,AstraZeneca,Thailand,Upper middle income,LMIC,vaccines,Adenoviral,2020,18.671298144,26000000,13000000,69625582
UK,This map shows the percentage of the population able to be covered by confirmed deals made in May 2020,May 2020,Oxford-AstraZeneca _AZD1222,0,May 2020,Confirmed,0,UK,UK,Fri May 01 00:00:00 EDT 2020,01,0,0,0,May,May 01,1,1st deal,2,AstraZeneca,UK,High income,HIC,vaccines,Adenoviral,2020,74.811767981,100000000,50000000,66834405
UK,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and June 2020,June 2020,Oxford-AstraZeneca _AZD1222,0,May 2020,Confirmed,0,UK,UK,Fri May 01 00:00:00 EDT 2020,01,0,0,0,May,May 01,1,1st deal,2,AstraZeneca,UK,High income,HIC,vaccines,Adenoviral,2020,74.811767981,100000000,50000000,66834405
UK,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and July 2020,July 2020,Oxford-AstraZeneca _AZD1222,0,May 2020,Confirmed,0,UK,UK,Fri May 01 00:00:00 EDT 2020,01,0,0,0,May,May 01,1,1st deal,2,AstraZeneca,UK,High income,HIC,vaccines,Adenoviral,2020,74.811767981,100000000,50000000,66834405
UK,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and August 2020,August 2020,Oxford-AstraZeneca _AZD1222,0,May 2020,Confirmed,0,UK,UK,Fri May 01 00:00:00 EDT 2020,01,0,0,0,May,May 01,1,1st deal,2,AstraZeneca,UK,High income,HIC,vaccines,Adenoviral,2020,74.811767981,100000000,50000000,66834405
UK,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and September 2020,September 2020,Oxford-AstraZeneca _AZD1222,0,May 2020,Confirmed,0,UK,UK,Fri May 01 00:00:00 EDT 2020,01,0,0,0,May,May 01,1,1st deal,2,AstraZeneca,UK,High income,HIC,vaccines,Adenoviral,2020,74.811767981,100000000,50000000,66834405
UK,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and October 2020,October 2020,Oxford-AstraZeneca _AZD1222,0,May 2020,Confirmed,0,UK,UK,Fri May 01 00:00:00 EDT 2020,01,0,0,0,May,May 01,1,1st deal,2,AstraZeneca,UK,High income,HIC,vaccines,Adenoviral,2020,74.811767981,100000000,50000000,66834405
UK,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and November 2020,November 2020,Oxford-AstraZeneca _AZD1222,0,May 2020,Confirmed,0,UK,UK,Fri May 01 00:00:00 EDT 2020,01,0,0,0,May,May 01,1,1st deal,2,AstraZeneca,UK,High income,HIC,vaccines,Adenoviral,2020,74.811767981,100000000,50000000,66834405
UK,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and December 2020,December 2020,Oxford-AstraZeneca _AZD1222,0,May 2020,Confirmed,0,UK,UK,Fri May 01 00:00:00 EDT 2020,01,0,0,0,May,May 01,1,1st deal,2,AstraZeneca,UK,High income,HIC,vaccines,Adenoviral,2020,74.811767981,100000000,50000000,66834405
UK,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Oxford-AstraZeneca _AZD1222,0,May 2020,Confirmed,0,UK,UK,Fri May 01 00:00:00 EDT 2020,01,0,0,0,May,May 01,1,1st deal,2,AstraZeneca,UK,High income,HIC,vaccines,Adenoviral,2020,74.811767981,100000000,50000000,66834405
UK,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and February 2021,February 2021,Oxford-AstraZeneca _AZD1222,0,May 2020,Confirmed,0,UK,UK,Fri May 01 00:00:00 EDT 2020,01,0,0,0,May,May 01,1,1st deal,2,AstraZeneca,UK,High income,HIC,vaccines,Adenoviral,2020,74.811767981,100000000,50000000,66834405
USA,This map shows the percentage of the population able to be covered by confirmed deals made in May 2020,May 2020,Oxford-AstraZeneca _AZD1222,0,May 2020,Confirmed,0,UK,USA,Wed May 20 00:00:00 EDT 2020,20,0,0,0,May,May 20,1,1st deal,2,AstraZeneca,USA,High income,HIC,vaccines,Adenoviral,2020,45.698335968,300000000,150000000,328239523
USA,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and June 2020,June 2020,Oxford-AstraZeneca _AZD1222,0,May 2020,Confirmed,0,UK,USA,Wed May 20 00:00:00 EDT 2020,20,0,0,0,May,May 20,1,1st deal,2,AstraZeneca,USA,High income,HIC,vaccines,Adenoviral,2020,45.698335968,300000000,150000000,328239523
USA,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and July 2020,July 2020,Oxford-AstraZeneca _AZD1222,0,May 2020,Confirmed,0,UK,USA,Wed May 20 00:00:00 EDT 2020,20,0,0,0,May,May 20,1,1st deal,2,AstraZeneca,USA,High income,HIC,vaccines,Adenoviral,2020,45.698335968,300000000,150000000,328239523
USA,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and August 2020,August 2020,Oxford-AstraZeneca _AZD1222,0,May 2020,Confirmed,0,UK,USA,Wed May 20 00:00:00 EDT 2020,20,0,0,0,May,May 20,1,1st deal,2,AstraZeneca,USA,High income,HIC,vaccines,Adenoviral,2020,45.698335968,300000000,150000000,328239523
USA,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and September 2020,September 2020,Oxford-AstraZeneca _AZD1222,0,May 2020,Confirmed,0,UK,USA,Wed May 20 00:00:00 EDT 2020,20,0,0,0,May,May 20,1,1st deal,2,AstraZeneca,USA,High income,HIC,vaccines,Adenoviral,2020,45.698335968,300000000,150000000,328239523
USA,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and October 2020,October 2020,Oxford-AstraZeneca _AZD1222,0,May 2020,Confirmed,0,UK,USA,Wed May 20 00:00:00 EDT 2020,20,0,0,0,May,May 20,1,1st deal,2,AstraZeneca,USA,High income,HIC,vaccines,Adenoviral,2020,45.698335968,300000000,150000000,328239523
USA,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and November 2020,November 2020,Oxford-AstraZeneca _AZD1222,0,May 2020,Confirmed,0,UK,USA,Wed May 20 00:00:00 EDT 2020,20,0,0,0,May,May 20,1,1st deal,2,AstraZeneca,USA,High income,HIC,vaccines,Adenoviral,2020,45.698335968,300000000,150000000,328239523
USA,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and December 2020,December 2020,Oxford-AstraZeneca _AZD1222,0,May 2020,Confirmed,0,UK,USA,Wed May 20 00:00:00 EDT 2020,20,0,0,0,May,May 20,1,1st deal,2,AstraZeneca,USA,High income,HIC,vaccines,Adenoviral,2020,45.698335968,300000000,150000000,328239523
USA,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Oxford-AstraZeneca _AZD1222,0,May 2020,Confirmed,0,UK,USA,Wed May 20 00:00:00 EDT 2020,20,0,0,0,May,May 20,1,1st deal,2,AstraZeneca,USA,High income,HIC,vaccines,Adenoviral,2020,45.698335968,300000000,150000000,328239523
USA,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and February 2021,February 2021,Oxford-AstraZeneca _AZD1222,0,May 2020,Confirmed,0,UK,USA,Wed May 20 00:00:00 EDT 2020,20,0,0,0,May,May 20,1,1st deal,2,AstraZeneca,USA,High income,HIC,vaccines,Adenoviral,2020,45.698335968,300000000,150000000,328239523
Vietnam,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Oxford-AstraZeneca _AZD1222,0,January 2021,Confirmed,0,UK,Vietnam,Mon Jan 04 00:00:00 EST 2021,04,0,0,0,Jan,Jan 04,1,1st deal,2,AstraZeneca,Vietnam,Lower middle income,LMIC,vaccines,Adenoviral,2021,15.550147744,30000000,15000000,96462106
Vietnam,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and February 2021,February 2021,Oxford-AstraZeneca _AZD1222,0,January 2021,Confirmed,0,UK,Vietnam,Mon Jan 04 00:00:00 EST 2021,04,0,0,0,Jan,Jan 04,1,1st deal,2,AstraZeneca,Vietnam,Lower middle income,LMIC,vaccines,Adenoviral,2021,15.550147744,30000000,15000000,96462106
